year,month,tmax,tmin,af,rain
1999,1,6.6,1.3,9.0,78.0
1999,2,7.5,0.8,12.0,28.0
1999,3,10.1,2.4,6.0,24.0
1999,4,11.6,4.2,4.0,46.2
1999,5,13.8,7.0,0.0,56.6
1999,6,16.7,8.6,0.0,63.4
1999,7,19.2,11.0,0.0,34.4
1999,8,17.9,9.9,0.0,21.0
1999,9,18.7,10.4,0.0,76.8
1999,10,13.7,7.0,0.0,41.6
1999,11,10.6,3.6,4.0,46.8
1999,12,6.0,-0.2,17.0,86.8
