year,month,tmax,tmin,af,rain
1999,1,7.4,2.7,4.0,282.2
1999,2,7.5,2.7,2.0,152.9
1999,3,9.4,3.8,2.0,159.3
1999,4,12.1,5.7,1.0,114.9
1999,5,15.2,8.0,0.0,0
1999,6,15.8,8.7,0.0,132.7
1999,7,18.4,11.5,0.0,94.1
1999,8,19.1,10.9,0.0,88.8
1999,9,17.3,11.1,0.0,225.7
1999,10,13.5,8.8,0.0,146.0
1999,11,10.2,4.5,3.0,251.3
1999,12,7.2,2.0,5.0,304.4
