year,month,tmax,tmin,af,rain
1999,1,6.9,1.5,5.0,155.8
1999,2,6.9,1.5,9.0,35.9
1999,3,8.9,3.1,5.0,63.8
1999,4,12.3,3.9,5.0,79.8
1999,5,15.8,7.1,0.0,66.9
1999,6,16.3,8.5,0.0,73.8
1999,7,20.4,11.3,0.0,27.9
1999,8,18.6,9.5,0.0,39.3
1999,9,18.0,8.9,0.0,122.9
1999,10,13.1,5.3,3.0,66.3
1999,11,9.5,3.7,5.0,85.6
1999,12,5.9,0.7,11.0,197.8
