year,month,tmax,tmin,af,rain
1999,1,8.2,3.3,3.0,53.7
1999,2,7.3,1.6,6.0,48.5
1999,3,10.0,4.7,0.0,52.0
1999,4,13.0,6.2,2.0,39.8
1999,5,16.6,10.0,0.0,29.6
1999,6,18.0,10.8,0.0,101.6
1999,7,21.3,14.6,0.0,24.2
1999,8,20.7,13.8,0.0,122.4
1999,9,19.7,13.9,0.0,54.9
1999,10,14.4,9.0,0.0,32.2
1999,11,10.5,6.1,0.0,41.2
1999,12,7.2,2.1,8.0,71.4
