year,month,tmax,tmin,af,rain
1999,1,9.9,2.6,6.0,85.2
1999,2,8.9,2.3,9.0,30.8
1999,3,11.4,3.2,9.0,52.0
1999,4,13.6,5.4,6.0,70.6
1999,5,17.5,8.7,0.0,51.6
1999,6,18.8,8.8,0.0,63.2
1999,7,23.3,12.0,0.0,10.0
1999,8,21.4,12.6,0.0,114.6
1999,9,20.2,10.7,0.0,130.2
1999,10,15.1,6.4,1.0,68.0
1999,11,11.1,4.7,3.0,47.4
1999,12,9.1,2.1,10.0,137.5
