year,month,tmax,tmin,af,rain
1999,1,8.5,2.5,5.0,85.2
1999,2,8.2,2.2,7.0,39.2
1999,3,10.9,4.5,1.0,86.3
1999,4,13.8,5.2,3.0,68.9
1999,5,17.4,8.7,0.0,52.3
1999,6,18.4,9.3,0.0,69.4
1999,7,22.9,12.5,0.0,28.2
1999,8,20.7,11.5,0.0,65.3
1999,9,20.5,11.3,0.0,65.1
1999,10,14.5,7.0,0.0,72.6
1999,11,10.6,5.2,0.0,29.2
1999,12,7.7,1.9,6.0,58.4
