year,month,tmax,tmin,af,rain
1999,1,7.4,1.9,7.0,302.4
1999,2,6.5,1.7,7.0,234.8
1999,3,9.1,3.0,5.0,157.5
1999,4,10.8,4.4,5.0,157.5
1999,5,14.9,7.7,0.0,98.2
1999,6,16.2,7.6,0.0,114.2
1999,7,20.2,11.6,0.0,36.2
1999,8,18.5,10.4,0.0,115.9
1999,9,17.7,9.3,0.0,199.0
1999,10,12.4,6.3,1.0,213.7
1999,11,9.0,4.0,4.0,191.2
1999,12,7.4,1.4,7.0,347.4
