year,month,tmax,tmin,af,rain
1999,1,8.9,4.5,3.0,139.2
1999,2,8.3,4.5,1.0,47.3
1999,3,9.6,5.2,2.0,49.8
1999,4,12.4,6.6,0.0,70.0
1999,5,15.5,9.7,0.0,43.4
1999,6,16.3,10.3,0.0,81.0
1999,7,20.0,13.3,0.0,16.8
1999,8,19.0,12.7,0.0,86.1
1999,9,18.0,12.4,0.0,148.2
1999,10,14.5,8.9,0.0,59.0
1999,11,11.5,6.7,1.0,67.2
1999,12,8.8,4.9,3.0,97.6
