year,month,tmax,tmin,af,rain
1999,1,8.3,2.4,6.0,96.4
1999,2,8.1,2.6,6.0,60.8
1999,3,10.4,4.5,1.0,59.9
1999,4,13.4,6.2,4.0,63.0
1999,5,17.0,9.5,0.0,55.2
1999,6,17.8,10.3,0.0,67.4
1999,7,22.4,13.3,0.0,10.4
1999,8,20.3,12.7,0.0,68.4
1999,9,19.8,11.9,0.0,110.6
1999,10,14.4,7.7,0.0,71.2
1999,11,10.6,4.5,4.0,49.6
1999,12,7.6,1.8,8.0,144.8
