year,month,tmax,tmin,af,rain
1999,1,4.4,-0.4,14.0,105.9
1999,2,4.7,-1.2,17.0,54.5
1999,3,7.3,0.4,12.0,46.5
1999,4,11.2,2.1,9.0,63.1
1999,5,14.0,5.1,1.0,63.8
1999,6,15.2,6.6,1.0,54.5
1999,7,19.3,9.2,0.0,51.2
1999,8,16.9,6.6,3.0,32.5
1999,9,16.2,7.7,0.0,164.5
1999,10,11.0,5.0,2.0,73.3
1999,11,8.5,2.2,8.0,61.8
1999,12,3.4,-2.2,20.0,197.2
