year,month,tmax,tmin,af,rain
1999,1,8.7,3.8,5.0,143.0
1999,2,8.0,4.1,2.0,48.6
1999,3,9.4,4.8,0.0,59.2
1999,4,11.5,6.4,0.0,63.1
1999,5,14.8,9.3,0.0,42.6
1999,6,15.6,10.0,0.0,59.4
1999,7,19.7,13.0,0.0,14.6
1999,8,18.7,12.6,0.0,126.8
1999,9,17.5,11.4,0.0,101.8
1999,10,13.7,8.7,0.0,84.8
1999,11,10.6,6.6,1.0,74.2
1999,12,8.5,4.2,3.0,136.4
