year,month,tmax,tmin,af,rain
1999,1,5.5,0.2,11.0,291.3
1999,2,5.8,0.8,12.0,119.5
1999,3,7.9,1.4,10.0,133.1
1999,4,11.1,2.9,6.0,136.7
1999,5,14.2,6.4,1.0,164.3
1999,6,15.3,7.3,0.0,113.1
1999,7,18.9,10.1,0.0,69.5
1999,8,17.2,9.2,0.0,72.7
1999,9,16.6,8.9,0.0,138.2
1999,10,11.6,4.5,3.0,106.2
1999,11,8.7,2.5,8.0,205.6
1999,12,4.7,-1.2,17.0,274.2
