year,month,tmax,tmin,af,rain
1999,1,7.7,1.6,6.0,57.5
1999,2,8.2,1.4,10.0,15.6
1999,3,9.9,3.1,2.0,92.7
1999,4,12.6,4.0,6.0,42.5
1999,5,15.8,7.6,0.0,50.2
1999,6,16.7,8.3,0.0,67.2
1999,7,20.8,11.5,0.0,12.1
1999,8,19.0,10.8,0.0,81.3
1999,9,19.6,10.2,0.0,52.0
1999,10,13.6,6.1,1.0,42.6
1999,11,10.3,4.3,3.0,46.8
1999,12,6.3,0.7,13.0,64.1
