year,month,tmax,tmin,af,rain
1999,1,6.7,1.3,8.0,50.7
1999,2,7.3,0.6,10.0,42.4
1999,3,9.7,2.8,6.0,20.7
1999,4,12.2,4.3,3.0,48.6
1999,5,14.8,6.2,0.0,79.8
1999,6,15.8,8.4,0.0,77.0
1999,7,19.1,10.5,0.0,52.4
1999,8,18.6,9.1,0.0,22.3
1999,9,17.9,9.3,0.0,69.8
1999,10,13.4,6.1,0.0,22.4
1999,11,10.6,4.0,3.0,74.8
1999,12,5.9,0.2,11.0,88.5
