year,month,tmax,tmin,af,rain
1999,1,9.5,5.3,2.0,82.6
1999,2,8.2,3.6,5.0,43.8
1999,3,10.9,5.3,0.0,39.0
1999,4,12.9,7.4,0.0,49.8
1999,5,16.6,10.9,0.0,25.2
1999,6,18.3,12.2,0.0,66.8
1999,7,22.1,15.4,0.0,12.4
1999,8,20.8,14.7,0.0,84.2
1999,9,19.8,14.6,0.0,134.7
1999,10,15.3,9.6,0.0,77.7
1999,11,11.3,6.9,0.0,31.0
1999,12,9.2,4.3,3.0,172.6
