year,month,tmax,tmin,af,rain
1999,1,9.9,4.1,5.0,129.4
1999,2,9.5,3.3,4.0,28.8
1999,3,12.0,4.2,1.0,32.2
1999,4,14.4,6.7,0.0,57.2
1999,5,18.6,10.4,0.0,17.2
1999,6,19.4,10.9,0.0,75.3
1999,7,24.2,14.0,0.0,11.8
1999,8,21.8,14.1,0.0,119.5
1999,9,21.2,13.3,0.0,111.9
1999,10,16.1,8.1,0.0,66.8
1999,11,11.8,6.0,0.0,49.6
1999,12,9.3,3.0,5.0,138.8
