year,month,tmax,tmin,af,rain
1999,1,8.1,2.2,6.0,78.7
1999,2,8.0,2.0,7.0,17.0
1999,3,10.8,4.0,2.0,80.6
1999,4,13.5,5.6,2.0,74.4
1999,5,17.3,8.6,0.0,24.8
1999,6,18.0,9.6,0.0,58.1
1999,7,22.3,12.9,0.0,37.7
1999,8,20.3,12.3,0.0,75.0
1999,9,20.4,11.7,0.0,52.3
1999,10,14.0,7.5,0.0,94.1
1999,11,10.1,4.7,0.0,38.5
1999,12,6.9,1.4,10.0,44.3
