year,month,tmax,tmin,af,rain
1999,1,5.7,2.4,5.0,139.2
1999,2,4.7,0.5,12.0,202.8
1999,3,7.0,2.9,1.0,93.9
1999,4,8.6,4.0,5.0,77.0
1999,5,9.9,5.3,0.0,86.5
1999,6,11.7,8.0,0.0,89.4
1999,7,13.7,9.4,0.0,53.0
1999,8,14.4,9.7,0.0,74.2
1999,9,13.8,10.6,0.0,143.8
1999,10,10.7,6.9,0.0,156.2
1999,11,8.9,4.8,2.0,151.3
1999,12,5.2,0.9,8.0,274.2
