year,month,tmax,tmin,af,rain
1999,1,8.1,2.7,5.0,90.8
1999,2,8.0,2.4,7.0,44.7
1999,3,10.7,4.2,1.0,82.8
1999,4,13.4,5.8,3.0,91.6
1999,5,17.5,9.0,0.0,51.0
1999,6,18.3,10.2,0.0,61.0
1999,7,22.5,13.4,0.0,30.1
1999,8,19.9,12.1,0.0,75.4
1999,9,20.2,11.5,0.0,113.7
1999,10,13.8,7.8,0.0,55.3
1999,11,10.1,5.2,1.0,48.2
1999,12,7.1,1.9,8.0,135.6
