year,month,tmax,tmin,af,rain
1999,1,7.1,2.6,4.0,206.3
1999,2,6.7,1.5,6.0,129.4
1999,3,8.5,3.2,4.0,153.7
1999,4,10.5,5.0,2.0,107.4
1999,5,12.6,7.0,0.0,103.8
1999,6,13.3,8.4,0.0,104.6
1999,7,16.4,10.6,0.0,70.5
1999,8,16.4,10.8,0.0,54.5
1999,9,15.3,10.4,0.0,118.7
1999,10,12.3,7.5,0.0,132.3
1999,11,9.7,4.5,1.0,151.8
1999,12,6.4,1.3,8.0,214.0
