year,month,tmax,tmin,af,rain
1999,1,8.0,2.6,4.0,109.1
1999,2,7.7,2.4,7.0,49.8
1999,3,10.0,3.8,2.0,76.4
1999,4,12.9,5.3,3.0,77.9
1999,5,16.5,8.5,0.0,79.9
1999,6,17.2,9.0,0.0,75.8
1999,7,21.5,12.9,0.0,23.3
1999,8,19.5,11.8,0.0,58.7
1999,9,19.7,11.0,0.0,113.1
1999,10,13.6,7.1,0.0,93.3
1999,11,10.2,5.0,3.0,33.5
1999,12,7.1,1.5,9.0,180.4
